0.0022675,0.06759
0.027542,0.1017
0.06232,0.01
0.17494,0.025876
0.01,0.01
0.023209,0.01
0.01,0.01
0.073441,0.01
0.01,0.19965
0.19349,0.040786
0.01,0.16006
0.10369,0.00073653
0.01,0.057004
0.01,0.078267
0.17312,0.096101
0.01,0.01
0.01,0.042585
0.01,0.01
0.0065023,0.01
0.01,0.10486
0.04391,0.1601
0.01,0.03527
0.1821,0.072265
0.10836,0.094254
0.022476,0.01
0.031258,0.053855
0.052739,0.052683
0.01,0.022856
0.01,0.01
0.30156,0.074307
0.24081,0.11352
0.12349,0.11185
0.01,0.071518
0.15993,0.13134
0.30702,0.075229
0.086503,0.063118
0.01,0.01
0.17808,0.1627
0.097712,0.01
0.015571,0.079679
0.0023054,0.21376
0.01,0.01
0.31293,0.06295
0.0040623,0.10513
0.016065,0.056439
0.077023,0.18332
0.01,0.01
0.092544,0.18751
0.023898,0.054672
0.045082,0.01
0.050364,0.099413
0.01,0.097237
0.20923,0.01
0.054905,0.1164
0.01,0.077677
0.01,0.01
0.038581,0.01
0.12874,0.05018
0.21272,0.10147
0.01,0.17763
0.09868,0.073631
0.0062498,0.07086
0.096814,0.16295
0.27851,0.034503
0.092836,0.023263
0.2883,0.01
0.12759,0.24406
0.01,0.25876
0.01,0.01
0.17148,0.35592
0.007312,0.12785
0.096534,0.18343
0.10909,0.036624
0.01,0.23507
0.01,0.016055
0.12994,0.15102
0.01,0.01
0.01,0.13182
0.01,0.081191
0.011756,0.097988
0.079842,0.12638
0.10825,0.017967
0.00056441,0.01
0.020073,0.068113
0.035667,0.01
0.021881,0.05374
0.01,0.015305
0.1106,0.083753
0.054608,0.19107
0.08758,0.22804
0.031665,0.01
0.07701,0.08612
0.10198,0.078781
0.22134,0.24095
0.073888,0.079566
0.073419,0.084817
0.21775,0.10917
0.11906,0.05669
0.01,0.19413
0.050478,0.29096
0.41002,0.0019112
0.21683,0.20038
0.30956,0.15808
0.11672,0.16307
0.22197,0.26096
0.041327,0.19551
0.12739,0.20272
0.19274,0.15353
0.28813,0.10908
0.25482,0.1186
0.01,0.22801
0.28932,0.18223
0.19232,0.01
0.31199,0.33948
0.0034294,0.19537
0.10902,0.2826
0.01,0.15767
0.11536,0.069572
0.11569,0.1254
0.0055936,0.20839
0.18219,0.0056395
0.036615,0.38002
0.01,0.10721
0.01,0.055311
0.016158,0.13692
0.01,0.04872
0.1631,0.16437
0.22006,0.26625
0.20613,0.058976
0.31977,0.15822
0.22128,0.2413
0.012124,0.10963
0.01,0.01
0.01,0.27202
0.24135,0.23108
0.18467,0.15352
0.070889,0.21914
0.24642,0.022612
0.098619,0.12919
0.17743,0.17145
0.24348,0.19175
0.22498,0.17845
0.068768,0.1974
0.10059,0.21667
0.16619,0.17904
0.24942,0.30046
0.21951,0.27975
0.080805,0.1778
0.22264,0.097007
0.17781,0.28277
0.19665,0.20936
0.066113,0.16561
0.039754,0.15661
0.075366,0.17105
0.17306,0.33904
0.1478,0.01
0.1793,0.15988
0.017692,0.01
0.20735,0.16722
0.065847,0.21161
0.11246,0.17006
0.076178,0.058784
0.16528,0.13348
0.23801,0.01
0.091393,0.29521
0.19104,0.22017
0.15773,0.19275
0.20315,0.15842
0.12048,0.30239
0.18963,0.23648
0.30574,0.17432
0.18241,0.17949
0.27225,0.063918
0.086205,0.041406
0.14282,0.23341
0.089953,0.069786
0.17946,0.13839
0.13845,0.01
0.16452,0.32494
0.2191,0.20014
0.033344,0.10311
0.16926,0.24968
0.11592,0.18218
0.09386,0.11825
0.1803,0.11404
0.063215,0.093321
0.16401,0.11425
0.20271,0.22956
0.40174,0.40078
0.33984,0.30103
0.38781,0.36756
0.15109,0.26908
0.018083,0.33045
0.37374,0.32186
0.17581,0.18423
0.32443,0.22147
0.3229,0.22463
0.26696,0.33041
0.14731,0.2098
0.11422,0.086178
0.32673,0.16103
0.12333,0.17325
0.28852,0.30256
0.25234,0.01
0.16617,0.36907
0.11457,0.25881
0.17565,0.22198
0.090556,0.23627
0.30415,0.35525
0.028882,0.20143
0.063107,0.27797
0.02319,0.17859
0.1575,0.34182
0.28198,0.26105
0.10349,0.23194
0.22095,0.2981
0.25896,0.47958
0.17795,0.35762
0.18593,0.2117
0.030756,0.24582
0.17645,0.17641
0.32665,0.32053
0.20838,0.16738
0.13094,0.13435
0.19796,0.21232
0.3155,0.39342
0.18102,0.11902
0.11838,0.28647
0.35109,0.25728
0.16737,0.28758
0.30109,0.21445
0.23984,0.28087
0.28666,0.17834
0.14302,0.14567
0.3333,0.26326
0.33971,0.21595
0.14235,0.21996
0.17402,0.25833
0.14405,0.30018
0.26936,0.33569
0.19186,0.21612
0.20855,0.21982
0.27322,0.082096
0.26718,0.16586
0.15021,0.24994
0.1811,0.32654
0.31901,0.16813
0.34909,0.19471
0.17806,0.2189
0.28364,0.10222
0.26727,0.28552
0.092109,0.26813
0.12831,0.29271
0.13152,0.20747
0.27773,0.351
0.15385,0.32776
0.32589,0.2129
0.33452,0.31946
0.27474,0.25795
0.098027,0.21936
0.097461,0.093732
0.094492,0.20607
0.30489,0.21471
0.37543,0.11185
0.30871,0.52865
0.46455,0.29993
0.28572,0.38681
0.22474,0.32264
0.16265,0.11154
0.31453,0.42799
0.22554,0.22805
0.27401,0.30036
0.50624,0.43708
0.29706,0.087462
0.44781,0.24283
0.42539,0.35382
0.42937,0.21022
