Point,Test,Output,Nominal,Spec,Weight,Pass/Fail
Parameters: line=1,,,,,,
1,multiplier_tb:1,"(value(VT(""/VCAP"") 3.1e-06) - 0.9)",-17.36e-3,,,
Parameters: line=2,,,,,,
2,multiplier_tb:1,"(value(VT(""/VCAP"") 3.1e-06) - 0.9)",85e-3,,,
Parameters: line=3,,,,,,
3,multiplier_tb:1,"(value(VT(""/VCAP"") 3.1e-06) - 0.9)",208e-3,,,
Parameters: line=4,,,,,,
4,multiplier_tb:1,"(value(VT(""/VCAP"") 3.1e-06) - 0.9)",88.47e-3,,,
Parameters: line=5,,,,,,
5,multiplier_tb:1,"(value(VT(""/VCAP"") 3.1e-06) - 0.9)",247.1e-3,,,
Parameters: line=6,,,,,,
6,multiplier_tb:1,"(value(VT(""/VCAP"") 3.1e-06) - 0.9)",18.06e-3,,,
Parameters: line=7,,,,,,
7,multiplier_tb:1,"(value(VT(""/VCAP"") 3.1e-06) - 0.9)",-387.8e-3,,,
Parameters: line=8,,,,,,
8,multiplier_tb:1,"(value(VT(""/VCAP"") 3.1e-06) - 0.9)",71.37e-3,,,
Parameters: line=9,,,,,,
9,multiplier_tb:1,"(value(VT(""/VCAP"") 3.1e-06) - 0.9)",-156.9e-3,,,
Parameters: line=10,,,,,,
10,multiplier_tb:1,"(value(VT(""/VCAP"") 3.1e-06) - 0.9)",182.1e-3,,,
Parameters: line=11,,,,,,
11,multiplier_tb:1,"(value(VT(""/VCAP"") 3.1e-06) - 0.9)",244.6e-3,,,
Parameters: line=12,,,,,,
12,multiplier_tb:1,"(value(VT(""/VCAP"") 3.1e-06) - 0.9)",150e-3,,,
Parameters: line=13,,,,,,
13,multiplier_tb:1,"(value(VT(""/VCAP"") 3.1e-06) - 0.9)",-401.7e-3,,,
Parameters: line=14,,,,,,
14,multiplier_tb:1,"(value(VT(""/VCAP"") 3.1e-06) - 0.9)",-134.5e-3,,,
Parameters: line=15,,,,,,
15,multiplier_tb:1,"(value(VT(""/VCAP"") 3.1e-06) - 0.9)",181.7e-3,,,
Parameters: line=16,,,,,,
16,multiplier_tb:1,"(value(VT(""/VCAP"") 3.1e-06) - 0.9)",-109.6e-3,,,
Parameters: line=17,,,,,,
17,multiplier_tb:1,"(value(VT(""/VCAP"") 3.1e-06) - 0.9)",160e-3,,,
Parameters: line=18,,,,,,
18,multiplier_tb:1,"(value(VT(""/VCAP"") 3.1e-06) - 0.9)",-321e-3,,,
Parameters: line=19,,,,,,
19,multiplier_tb:1,"(value(VT(""/VCAP"") 3.1e-06) - 0.9)",3.28e-3,,,
Parameters: line=20,,,,,,
20,multiplier_tb:1,"(value(VT(""/VCAP"") 3.1e-06) - 0.9)",36.97e-3,,,
Parameters: line=21,,,,,,
21,multiplier_tb:1,"(value(VT(""/VCAP"") 3.1e-06) - 0.9)",-229.6e-3,,,
Parameters: line=22,,,,,,
22,multiplier_tb:1,"(value(VT(""/VCAP"") 3.1e-06) - 0.9)",24.3e-6,,,
Parameters: line=23,,,,,,
23,multiplier_tb:1,"(value(VT(""/VCAP"") 3.1e-06) - 0.9)",128.1e-3,,,
Parameters: line=24,,,,,,
24,multiplier_tb:1,"(value(VT(""/VCAP"") 3.1e-06) - 0.9)",-46.89e-3,,,
Parameters: line=25,,,,,,
25,multiplier_tb:1,"(value(VT(""/VCAP"") 3.1e-06) - 0.9)",-88.12e-3,,,
Parameters: line=26,,,,,,
