0.10952,0.41904,0.17765,0.26017
0.090307,0.13908,0.17012,0.13372
0.083766,0.066042,0.18003,0.1931
0.16118,0.43883,0.21443,0.34791
0.22568,0.38438,0.19467,0.33529
0.22725,0.41056,0.20609,0.35992
0.17227,0.35422,0.19378,0.2083
0.17615,0.23407,0.054739,0.20772
0.54113,0.22705,0.19994,0.32916
0.46277,0.45732,0.32295,0.36997
0.33844,0.19131,0.10027,0.30426
0.14925,0.47781,0.31329,0.4104
0.18032,0.4367,0.16321,0.28459
0.092173,0.49422,0.30018,0.37788
0.57088,0.27528,0.15101,0.29429
0.45081,0.3655,0.14436,0.42856
0.40097,0.51413,0.14488,0.34489
0.21111,0.25415,0.062552,0.2699
0.093344,0.0463,0.074608,0.1161
0.41581,0.4957,0.25032,0.47319
0.61505,0.35812,0.2391,0.41307
0.11254,0.21555,0.20119,0.22036
0.22129,0.55808,0.087861,0.44903
0.23481,0.14191,0.22376,0.19905
0.07713,0.37972,0.29338,0.27553
0.42801,0.35927,0.22946,0.44976
0.26737,0.20641,0.044639,0.16269
0.57194,0.10017,0.075099,0.37491
0.22599,0.027706,0.17038,0.11703
0.38023,0.25212,0.20614,0.33789
0.094809,0.11761,0.062385,0.18498
0.2708,0.41018,0.12622,0.36818
0.11033,0.22001,0.20025,0.19757
0.4998,0.47115,0.18603,0.44601
0.5529,0.42013,0.20585,0.47643
0.24939,0.30881,0.11474,0.19943
0.41446,0.093964,0.05044,0.16433
0.22604,0.55421,0.28857,0.48109
0.31415,0.16941,0.20074,0.28448
0.54874,0.51302,0.31696,0.41227
0.3632,0.12747,0.033192,0.22258
0.22362,0.20445,0.07808,0.16773
0.17834,0.053247,0.024092,0.11921
0.30807,0.35614,0.17985,0.28252
0.25639,0.10561,0.054563,0.17426
0.2002,0.04139,0.22245,0.11257
0.38169,0.39502,0.086308,0.3273
0.4634,0.18379,0.033376,0.21863
0.28377,0.38568,0.18735,0.40501
0.27149,0.21923,0.22752,0.19146
0.10769,0.36744,0.1259,0.35617
0.0082002,0.025537,0.039385,0.089319
0.23948,0.49484,0.1776,0.28057
0.2446,0.44096,0.12695,0.31176
0.42847,0.4244,0.18355,0.43021
0.60592,0.46653,0.28471,0.51119
0.56583,0.22347,0.17363,0.34971
0.30937,0.34822,0.070652,0.35169
0.17087,0.33886,0.13905,0.35538
0.4916,0.28026,0.056561,0.25355
0.4582,0.15806,0.13745,0.24825
0.4495,0.13574,0.12238,0.18814
0.45748,0.25951,0.28439,0.27869
0.059356,0.15606,0.21392,0.22665
0.45021,0.45483,0.18343,0.44532
0.32832,0.56657,0.30707,0.49586
0.11763,0.032373,0.022988,0.15346
0.094972,0.2965,0.15312,0.16666
0.46618,0.080883,0.21189,0.34006
0.14423,0.4687,0.2996,0.39412
0.16259,0.55179,0.27834,0.33474
0.38134,0.055616,0.14164,0.23245
0.58518,0.52986,0.15309,0.55707
0.28236,0.041382,0.216,0.23831
0.45662,0.3862,0.076496,0.43393
0.13776,0.44562,0.25789,0.312
0.58929,0.3028,0.19541,0.3751
0.37095,0.50184,0.28563,0.42068
0.46416,0.49187,0.18037,0.37925
0.05149,0.37075,0.24164,0.31737
0.46879,0.095311,0.20247,0.26788
0.44531,0.13333,0.079506,0.29481
0.073368,0.11541,0.15123,0.13295
0.29632,0.039187,0.24061,0.13546
0.18618,0.077391,0.13561,0.17728
0.36239,0.34236,0.13333,0.30733
0.29187,0.53469,0.23535,0.45195
0.25766,0.21451,0.10692,0.3051
0.11983,0.25136,0.21934,0.27108
0.22275,0.53862,0.2034,0.31148
0.081587,0.51849,0.2253,0.24749
0.58146,0.38312,0.22168,0.42349
0.44718,0.55168,0.33517,0.41548
0.59446,0.43507,0.13088,0.51175
0.098304,0.22171,0.22615,0.31228
0.58176,0.36888,0.23676,0.36813
0.46318,0.16292,0.23842,0.35112
0.35178,0.17823,0.01235,0.33
0.30139,0.38458,0.14407,0.35277
0.17319,0.31781,0.20262,0.35031
