Point,Test,Output,Nominal,Spec,Weight,Pass/Fail
Parameters: data_line=1,,,,,,
1,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-474.1e-3,,,
Parameters: data_line=2,,,,,,
2,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-451.1e-3,,,
Parameters: data_line=3,,,,,,
3,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-428e-3,,,
Parameters: data_line=4,,,,,,
4,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-404.9e-3,,,
Parameters: data_line=5,,,,,,
5,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-381.7e-3,,,
Parameters: data_line=6,,,,,,
6,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-358.4e-3,,,
Parameters: data_line=7,,,,,,
7,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-335e-3,,,
Parameters: data_line=8,,,,,,
8,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-311.5e-3,,,
Parameters: data_line=9,,,,,,
9,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-288e-3,,,
Parameters: data_line=10,,,,,,
10,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-264.4e-3,,,
Parameters: data_line=11,,,,,,
11,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-240.7e-3,,,
Parameters: data_line=12,,,,,,
12,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-216.9e-3,,,
Parameters: data_line=13,,,,,,
13,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-193.1e-3,,,
Parameters: data_line=14,,,,,,
14,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-169.2e-3,,,
Parameters: data_line=15,,,,,,
15,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-145.3e-3,,,
Parameters: data_line=16,,,,,,
16,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-121.2e-3,,,
Parameters: data_line=17,,,,,,
17,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-97.13e-3,,,
Parameters: data_line=18,,,,,,
18,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-72.97e-3,,,
Parameters: data_line=19,,,,,,
19,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-48.74e-3,,,
Parameters: data_line=20,,,,,,
20,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-24.45e-3,,,
Parameters: data_line=21,,,,,,
21,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-103.7e-6,,,
Parameters: data_line=22,,,,,,
22,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",23.02e-3,,,
Parameters: data_line=23,,,,,,
23,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",47.21e-3,,,
Parameters: data_line=24,,,,,,
24,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",71.39e-3,,,
Parameters: data_line=25,,,,,,
25,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",95.49e-3,,,
Parameters: data_line=26,,,,,,
26,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",119.5e-3,,,
Parameters: data_line=27,,,,,,
27,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",143.5e-3,,,
Parameters: data_line=28,,,,,,
28,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",167.3e-3,,,
Parameters: data_line=29,,,,,,
29,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",191.1e-3,,,
Parameters: data_line=30,,,,,,
30,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",214.8e-3,,,
Parameters: data_line=31,,,,,,
31,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",238.4e-3,,,
Parameters: data_line=32,,,,,,
32,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",262e-3,,,
Parameters: data_line=33,,,,,,
33,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",285.4e-3,,,
Parameters: data_line=34,,,,,,
34,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",308.8e-3,,,
Parameters: data_line=35,,,,,,
35,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",332.1e-3,,,
Parameters: data_line=36,,,,,,
36,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",355.3e-3,,,
Parameters: data_line=37,,,,,,
37,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",378.4e-3,,,
Parameters: data_line=38,,,,,,
38,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",401.4e-3,,,
Parameters: data_line=39,,,,,,
39,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",424.4e-3,,,
Parameters: data_line=40,,,,,,
40,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",447.2e-3,,,
Parameters: data_line=41,,,,,,
41,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",470.1e-3,,,

