Point,Test,Output,Nominal,Spec,Weight,Pass/Fail
Parameters: data_line=1,,,,,,
1,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-837e-3,,,
Parameters: data_line=2,,,,,,
2,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-799.3e-3,,,
Parameters: data_line=3,,,,,,
3,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-760.6e-3,,,
Parameters: data_line=4,,,,,,
4,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-721.3e-3,,,
Parameters: data_line=5,,,,,,
5,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-681.4e-3,,,
Parameters: data_line=6,,,,,,
6,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-641.2e-3,,,
Parameters: data_line=7,,,,,,
7,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-600.5e-3,,,
Parameters: data_line=8,,,,,,
8,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-559.5e-3,,,
Parameters: data_line=9,,,,,,
9,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-518.1e-3,,,
Parameters: data_line=10,,,,,,
10,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-476.4e-3,,,
Parameters: data_line=11,,,,,,
11,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-434.4e-3,,,
Parameters: data_line=12,,,,,,
12,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-392.1e-3,,,
Parameters: data_line=13,,,,,,
13,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-349.6e-3,,,
Parameters: data_line=14,,,,,,
14,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-306.7e-3,,,
Parameters: data_line=15,,,,,,
15,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-263.6e-3,,,
Parameters: data_line=16,,,,,,
16,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-220.3e-3,,,
Parameters: data_line=17,,,,,,
17,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-176.7e-3,,,
Parameters: data_line=18,,,,,,
18,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-132.9e-3,,,
Parameters: data_line=19,,,,,,
19,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-88.85e-3,,,
Parameters: data_line=20,,,,,,
20,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-44.6e-3,,,
Parameters: data_line=21,,,,,,
21,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",-143.2e-6,,,
Parameters: data_line=22,,,,,,
22,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",42.05e-3,,,
Parameters: data_line=23,,,,,,
23,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",86.08e-3,,,
Parameters: data_line=24,,,,,,
24,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",130e-3,,,
Parameters: data_line=25,,,,,,
25,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",173.6e-3,,,
Parameters: data_line=26,,,,,,
26,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",216.9e-3,,,
Parameters: data_line=27,,,,,,
27,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",259.9e-3,,,
Parameters: data_line=28,,,,,,
28,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",302.7e-3,,,
Parameters: data_line=29,,,,,,
29,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",345.2e-3,,,
Parameters: data_line=30,,,,,,
30,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",387.3e-3,,,
Parameters: data_line=31,,,,,,
31,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",429.2e-3,,,
Parameters: data_line=32,,,,,,
32,WES_FYP:2_INPUT_NEURON_tb:1,"(value(VT(""/I86/VCAP"") 3.1e-06) - 0.9)",470.7e-3,,,
Parameters: data_line=33,,,,,,
